ID;Ciudad;Estrato;Edad;Sexo;Estado Civil;Educación;Religión;Hijos;N° Hijos;Ocupación;Ingresos;¿Cuántas personas viven en su casa, incluido usted?;Café instantáneo;Margarina;Café molido;Carnes frías;Chocolate en pastilla;Calzado Deportivo;Jugos;Aguaembotellada;Gaseosas;Bebidasachocolatadasinstantánea;Ron;Cervezas;Cigarrillos;Aguardiente;Whisky;Vodka;Jabones para el cuerpo;Cremas faciales;Cremas corporales;Jabones faciales;Champú;Cremas de afeitar;Pañales para adultos;Pañales para niños;Tampones;Protectores diarios;Toallas higiénicas;Protector solar;Ropa Casual;Desodorantes;Preservativos;Vehículos;Ropa Deportiva;Calzado Casual;Reproductores de Audio Portátiles (mp3/mp4);Equipos Celulares;Computadores;Siento que la publicidad ha invadido todos mis espacios;Utilizo frases de comerciales para expresarme ;Cuando hay una campaña publicitaria que me llama la atención suelo comentarlo con mis amigos;Creo que la publicidad produce una exageración en el consumo de productos;Creo que la publicidad impone modas;Hay publicidad que me ha cambiado la forma de pensar respecto a situaciones de la vida;Creo que la publicidad impone modelos de belleza ;Creo que cualquier persona puede hacer publicidad ;Suelo cantar las canciones de los comerciales;Confío en lo que las empresas prometen a través de la publicidad.;Si aparece una persona famosa en un comercial, me da más confianza el producto.;Me parece que la publicidad exagera todo.;Cuando me gusta un comercial, me intereso más por el producto que ofrece;Sólo compro productos de marcas que hacen publicidad;La publicidad colombiana no invita a comprar
52;Ciudad 2;2;55 - 60;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;2.   Trabaja independientemente (informal);Menos de  $ 500.000;6;colcafe;la fina;sello rojo;suizo;sol;nr;nr;cristal;colombiana;nr;nr;aguila;nr;nectar;nr;nr;lux;nr;nr;nr;alert;nr;nr;nr;nr;nosotras;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;siemens;nr;4;3;4;4;4;4;4;4;2;4;2;4;2;2;2
53;Ciudad 2;2;55 - 60;Masculino;Casado(a);Primaria;1.   Católico;Con Hijos;4;2.   Trabaja independientemente (informal);Menos de  $ 500.000;3;nr;la fina;sello rojo;nr;gironés;adidas;nr;manantial;colombiana;nr;nr;poker;nr;nectar;nr;nr;rexona;nr;nr;nr;nr;nr;nr;nr;nr;nr;nosotras;nr;nr;rexona;nr;nr;adidas;nr;nr;nr;nr;2;2;4;4;4;2;4;4;2;2;2;4;2;2;4
54;Ciudad 2;2;61 - 70;Femenino;Viudo(a);Primaria;1.   Católico;Con Hijos;6;2.   Trabaja independientemente (informal);Menos de  $ 500.000;3;nr;la fina;sello rojo;nr;corona;nr;nr;cristal;nr;milo;nr;nr;nr;nr;nr;nr;protex;nr;nr;nivea;h&s;nr;nr;nr;nr;nr;nr;nivea;nr;balance;nr;nr;nr;nr;nr;nokia;nr;5;2;4;4;4;2;4;4;4;4;4;1;4;2;2
55;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;6;aroma;la fina;nr;nr;sol;converse;delvalle;cristal;postobon;nr;nr;nr;nr;nr;nr;nr;protex;nr;nr;nr;sedal;nr;nr;nr;nr;nr;kotex;nr;nr;rexona;nr;nr;nr;vans;gigatech;nr;qbex;2;1;5;1;1;1;1;3;3;3;1;3;3;3;1
56;Ciudad 2;2;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;nr;Otras;nr;nr;sol;nr;nr;cristal;cocacola;nr;nr;nr;nr;nr;nr;nr;rexona;ponds;nivea;nr;clear;nr;nr;nr;nr;nosotras;nosotras;nivea;nr;rexona;nr;chevrolet;adidas;nr;nr;sony ericsson;hewlett packard;2;1;1;4;4;4;3;4;4;2;2;4;4;4;2
57;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;7;nr;nr;aguila roja;nr;sol;adidas;nr;nr;colombiana;nr;nr;nr;nr;nr;nr;nr;lux;otras;nr;lux;konzil;nr;nr;nr;nr;kotex;kotex;nr;gef;lady speed stick;nr;nr;gef;adidas;nr;nr;nr;1;2;4;4;1;4;5;4;4;1;1;5;2;2;2
58;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;8;colcafe;la fina;sello rojo;suizo;corona;converse;hit;oasis;postobon;chocoexpress;nr;poker;kool;nectar;nr;nr;carey;ponds;nivea;otras;konzil;nr;nr;pequeñin;nosotras;nosotras;nosotras;nr;kenzo;balance;nr;ford;otras;kalifa;nr;lg;samsung;4;1;4;4;1;3;5;3;4;2;2;4;2;3;2
59;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;colcafe;nr;nr;nr;sol;nr;nr;nr;nr;chocolisto;nr;nr;nr;nr;nr;nr;protex;nr;nr;nr;pantene;nr;nr;nr;nr;nosotras;nosotras;nr;abril;lady speed stick;nr;nr;Marcas propias almacenes;otras;nr;nr;nr;1;1;1;1;4;3;1;2;1;1;2;2;2;4;2
60;Ciudad 2;3;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;colcafe;la fina;nr;nr;corona;otras;delvalle;brisa;postobon;nr;nr;nr;nr;nr;nr;nr;protex;nr;avon;nr;sedal;gillette;nr;huggies;nr;nr;nr;nr;nr;axe;nr;chevrolet;adidas;otras;titan;nokia;samsung;3;4;4;3;4;4;4;5;4;2;2;4;4;4;2
61;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;colcafe;la fina;nr;zenu;corona;skeachers;frutiño;cristal;cocacola;chocolisto;nr;nr;nr;nr;nr;nr;camay;ponds;nr;nr;sedal;nr;nr;nr;nr;nosotras;nosotras;nr;diesel;nr;nr;nr;adidas;nr;otras;nokia;compaq;2;4;4;4;5;4;4;2;4;2;2;4;4;2;4
62;Ciudad 2;3;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;25;aroma;campi;nr;nr;sol;north star;hit;oasis;ponymalta;milo;nr;nr;nr;nr;nr;nr;palmolive;nr;nr;palmolive;anua;nr;nr;nr;nr;nr;nr;tanga;nr;axe;nr;nr;nr;north star;nr;nokia;compaq;2;1;3;3;2;3;1;5;4;3;1;3;3;2;2
63;Ciudad 2;3;13 - 16;Masculino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;nr;nr;aguila roja;marcas propias supermercados;sol;puma;hit;oasis;cocacola;nr;nr;nr;nr;nr;nr;nr;cristalino;nr;nr;nr;sedal;nr;nr;nr;nr;nr;nr;nr;diesel;speed stick;nr;nr;nike;nr;apple;sony ericsson;nr;2;2;4;4;4;2;4;2;2;1;2;4;2;2;4
64;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Primaria;2.   Cristiano no católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;8;nescafe;la fina;aguila roja;rica;sol;nike;delvalle;cristal;colombiana;milo;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;natural plus;nr;nr;nr;nr;nosotras;nosotras;sundown;nr;lady speed stick;nr;nr;nike;converse;nr;motorola;nr;2;2;4;4;5;4;4;4;4;2;2;4;4;3;2
65;Ciudad 2;3;13 - 16;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;6;aguila roja;nr;nr;nr;sol;nr;nr;h2oh;bigcola;nr;nr;aguila;mustang;nr;chivas;nr;protex;nr;nivea;nr;ego;nr;nr;nr;nr;nr;nr;nr;pronto;nr;nr;chevrolet;adidas;nr;gigatech;nokia;hewlett packard;3;5;3;4;4;1;3;4;3;3;1;4;4;4;3
66;Ciudad 2;3;13 - 16;Masculino;Soltero(a);Primaria;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;1;nescafe;la fina;nescafe;zenu;sol;otras;alpina;brisa;postobon;alpin;viejonrdenrcaldas;poker;mustang;nectar;nr;nr;dove;nr;nr;nr;nutritive;nr;nr;winny;nr;nr;nr;nr;armi;rexona;today;mazda;nike;nr;apple;sony ericsson;sony;3;3;3;4;4;4;4;4;2;3;5;5;2;5;2
67;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;nr;la buena;nr;nr;sol;nr;nr;cristal;cocacola;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;clear;nr;nr;nr;ob;nosotras;stayfree;nr;ismo;rexona;nr;nr;nr;bata;nr;motorola;dell;1;1;4;4;4;4;2;4;4;2;2;2;4;4;2
68;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Primaria;2.   Cristiano no católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;nr;la fina;nr;nr;nr;adidas;delvalle;brisa;cocacola;nr;nr;nr;nr;nr;nr;nr;lux;nr;nr;nr;sedal;nr;nr;nr;nr;nosotras;nosotras;nivea;nr;lady speed stick;nr;nr;nr;converse;nr;motorola;nr;1;1;4;3;1;1;3;5;5;1;3;2;1;1;1
69;Ciudad 2;3;13 - 16;Femenino;Soltero(a);Primaria;2.   Cristiano no católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;5;nr;la fina;nr;nr;nr;nr;nr;cristal;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;sedal;nr;nr;nr;nr;nr;nr;nr;nr;rexona;nr;nr;nr;nr;nr;motorola;nr;2;2;2;3;3;1;1;1;5;1;4;1;3;1;1
70;Ciudad 2;3;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;No poseo ingresos propios;4;nr;nr;sello rojo;americana;nr;venus;nr;nr;bigcola;nr;nr;nr;nr;nr;nr;nr;protex;multicrem;nr;nr;ego;nr;nr;nr;nr;nr;nosotras;solarium;nr;balance;nr;nr;nr;venus;nr;alcatel;nr;5;2;2;4;3;2;2;5;3;2;3;4;3;3;2
71;Ciudad 2;3;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;5;aguila roja;la buena;aguila roja;fama/carniceria;corona;puma;nr;nr;pepsi;chocolisto;nr;costeña;mustang;antioqueño;nr;nr;carey;otras;esika;nr;j&j;nr;nr;winny;nr;ellas;otras;esika;nr;gillete;nr;nr;adidas;puma;titan;nokia;nr;3;1;4;4;5;2;4;2;2;2;2;5;2;3;3
72;Ciudad 2;3;13 - 16;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 1´001.000 -- $ 2,000.000;4;nr;rama;sello rojo;suizo;corona;otras;nr;manantial;cocacola;nr;nr;corona;marlboro;antioqueño;sellonegro;absolut;protex;lubriderm;nr;nr;nr;nr;nr;nr;nr;nosotras;nr;nr;otras;nr;today;akt;nr;nr;nr;nokia;dell;4;1;2;3;5;3;1;3;2;3;3;3;3;2;3
73;Ciudad 2;3;13 - 16;Masculino;Soltero(a);Primaria;7.   Ninguna;Sin Hijos;0;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;5;nr;nr;sello rojo;nr;nacional de chocolates;venus;delvalle;nr;cocacola;nr;viejonrdenrcaldas;poker;mustang;nectar;nr;nr;nr;nr;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;nr;rexona;nr;nr;adidas;nr;nr;nr;nr;2;2;4;4;4;4;4;2;2;2;2;2;2;2;3
74;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;7.   Busca empleo;No poseo ingresos propios;5;colcafe;nr;nr;nr;nr;puma;cifrut;nr;cocacola;nr;nr;aguila;belmont;antioqueño;sellorojo;nr;protex;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;tennis;adidas;today;nr;nr;puma;titan;blackberry;compaq;2;5;5;5;5;4;5;5;2;1;1;4;5;5;2
75;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;nr;nr;nr;nr;nr;nr;nr;cristal;cocacola;nr;santanrfe;aguila;mustang;nectar;nr;nr;neko;neko;nr;neko;ego;gillette;nr;nr;nr;nr;nr;nr;nr;axe;today;nr;nr;nr;nr;nr;nr;1;1;4;3;4;1;4;3;2;5;2;5;3;1;1
76;Ciudad 2;3;17 - 24;Femenino;Unión Libre;Bachillerato;7.   Ninguna;Sin Hijos;0;6.   Estudia y trabaja;$ 501.000 -- $ 1´000.000;5;nescafe;la fina;sello rojo;marcas propias supermercados;sol;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;rexona;lebel;lebel;ebel;ebel;nr;nr;nr;nr;nr;nosotras;ebel;kenzo;rexona;today;nr;nr;nr;nr;nr;nr;3;1;3;4;5;2;4;3;2;2;3;3;4;3;2
77;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;6;nr;la fina;nr;nr;vitachocolate;adidas;ades;brisa;nr;nr;nr;aguila;nr;nectar;nr;nr;protex;ponds;vasenol;dove;pantene;gillette;nr;pequeñin;nr;nosotras;nosotras;lubriderm;besito de coco;dove;today;mercedes;nike;bossi;nr;nokia;hewlett packard;1;1;2;5;5;5;4;2;2;2;1;5;1;3;1
78;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;sello rojo;la buena;nr;ranchera;sol;nike;hit;nr;colombiana;nr;nr;aguila;nr;nectar;nr;nr;protex;avon;nr;nr;sedal;gillette;nr;huggies;nr;nosotras;nosotras;avon;nr;speed stick;duo;chevrolet;saeta;nike;nr;sony ericsson;samsung;2;1;3;4;4;4;4;4;1;2;2;4;2;2;2
79;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;6.   Estudia y trabaja;Menos de  $ 500.000;4;nescafe;la fina;nr;nr;vitachocolate;nr;naturales;nr;nr;nr;nr;nr;nr;nr;nr;nr;dove;nr;nr;nr;sedal;nr;nr;nr;nr;nosotras;stayfree;nr;nr;balance;today;nr;nr;nr;sony;nokia;nr;2;1;4;4;4;1;4;1;1;1;1;4;1;1;4
80;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;nr;nr;sello rojo;ranchera;nr;nr;nr;oasis;nr;nr;nr;aguila;nr;nr;nr;nr;protex;nr;nr;nr;nr;nr;nr;nr;nr;nosotras;nosotras;nr;totto;nr;nr;nr;nr;nr;nr;nokia;nr;4;4;2;4;4;4;4;4;4;2;2;5;2;2;4
81;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Posgrado;1.   Católico;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;3;nescafe;nr;nr;nr;sol;nr;hit;nr;postobon;chocolisto;nr;nr;nr;nr;nr;nr;cualquiera;cualquiera;cualquiera;nr;savital;nr;nr;nr;nr;kotex;kotex;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;3;1;5;5;5;1;5;2;5;2;1;1;1;1;2
82;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;6;colcafe;la buena;sello rojo;zenu;sol;lotto;tampico;brisa;postobon;chocolisto;santanrfe;poker;mustang;nectar;nr;nr;carey;ponds;aqua;neko;sedal;gillette;tena;winny;ob;nosotras;kotex;nivea;gef;rexona;today;mazda;nr;converse;sony;sony ericsson;hewlett packard;4;4;4;4;4;2;3;4;3;2;2;5;2;2;1
83;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;2.   Cristiano no católico;Sin Hijos;0;2.   Trabaja independientemente (informal);Menos de  $ 500.000;4;nr;nr;nr;zenu;nr;nr;alpina;brisa;nr;nr;viejonrdenrcaldas;nr;nr;antioqueño;nr;nr;protex;avon;avon;nr;pantene;nr;nr;nr;nr;carefree;nosotras;nr;nr;lady speed stick;nr;nr;nr;nr;nr;nokia;nr;2;1;3;5;5;1;4;1;1;1;1;5;1;1;4
84;Ciudad 2;3;17 - 24;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;nr;la fina;nr;zenu;corona;adidas;delvalle;nr;postobon;milo;nr;nr;nr;nr;nr;nr;dorado;ponds;avon;nr;j&j;nr;nr;nr;nr;nr;serena;nr;nr;lady speed stick;today;nr;nr;nr;nr;motorola;toshiba;4;2;4;5;5;1;5;5;1;1;1;5;1;1;5
85;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;Menos de  $ 500.000;4;colcafe;la fina;sello rojo;suizo;quesada;nr;nr;nr;nr;chocolisto;medellin;aguila;nr;antioqueño;nr;smirnoff;rexona;nr;lebel;nr;sedal;nr;nr;nr;nr;nosotras;kotex;sol;nr;lady speed stick;today;nr;otras;nr;nr;lg;nr;2;2;4;2;4;2;2;3;5;2;2;4;2;2;4
86;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;7.   Ninguna;Sin Hijos;0;5.    Estudia;Menos de  $ 500.000;2;nr;nr;sello rojo;ranchera;sol;vans;cifrut;nr;cocacola;nr;nr;costeña;mustang;nectar;nr;smirnoff;protex;lubriderm;nr;nr;h&s;gillette;nr;nr;nr;nr;nr;nr;marcas propias almacenes;axe;today;nr;nike;nr;ipod;motorola;compaq;3;3;3;1;2;3;3;2;3;3;2;3;4;4;2
87;Ciudad 2;3;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;aroma;rama;nr;zenu;luker;nr;nr;nr;postobon;nr;nr;bavaria;nr;nr;nr;nr;rexona;nr;avon;nr;pantene;nr;nr;pequeñin;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;motorola;nr;2;1;1;3;1;1;1;3;4;3;2;1;4;3;3
88;Ciudad 2;3;17 - 24;Femenino;Soltero(a);Pregrado;7.   Ninguna;Sin Hijos;0;7.   Busca empleo;Menos de  $ 500.000;4;colcafe;alpina;nr;zenu;sol;puma;nr;nr;bigcola;chocolisto;nr;aguila;nr;nr;oldjohn;nr;rexona;avon;bonnie;nr;pantene;nr;nr;nr;nr;nr;kotex;nr;nr;nr;nr;nr;nr;nr;nr;nokia;accer;2;2;4;5;4;4;4;3;3;2;1;3;3;2;2
89;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;5.    Estudia;No poseo ingresos propios;4;nr;la fina;buendiá;nr;corona;op;hit;nr;postobon;alpin;santanrfe;poker;mustang;antioqueño;nr;ivanoff;protex;nr;nr;nr;sedal;nr;nr;nr;nr;nr;nr;tanga;adidas;rexona;today;nr;nr;nr;nr;nokia;nr;2;4;4;4;4;1;5;5;4;1;1;4;1;2;2
90;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;4;nr;la fina;aguila roja;nr;gironés;dc shoes;nr;manantial;nr;nr;nr;aguila;nr;antioqueño;oldparr;nr;cualquiera;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;piel;nr;adidas;nr;nr;nokia;samsung;2;3;2;4;2;2;2;4;2;2;2;2;2;2;2
91;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;6.   Estudia y trabaja;$ 501.000 -- $ 1´000.000;4;nescafe;la fina;aguila roja;nr;corona;adidas;nr;manantial;nr;nesquick;viejonrdenrcaldas;aguila;nr;nectar;johnniewalker;nr;dove;ponds;nr;nr;h&s;nr;nr;nr;nr;nr;nr;sundown;gef;nr;nr;chevrolet;adidas;nr;samsung;nokia;lg;2;1;3;5;5;2;4;4;2;2;4;5;4;2;2
92;Ciudad 2;3;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;1.   Trabaja dependientemente (empleado);$ 501.000 -- $ 1´000.000;3;nescafe;nr;nr;cualquiera;nr;adidas;frutto;brisa;nr;nr;viejonrdenrcaldas;aguila;mustang;nr;buchannans;nr;neko;nr;nr;nr;ego;nr;nr;nr;nr;nr;nr;nr;nr;nr;today;mazda;otras;nr;nr;sony ericsson;compaq;3;2;3;4;4;5;4;3;3;1;3;3;5;3;3
93;Ciudad 2;3;25 - 34;Femenino;Casado(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;1;2.   Trabaja independientemente (informal);Menos de  $ 500.000;6;nr;rama;nr;zenu;luker;puma;nr;postobon;postobon;nesquick;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nosotras;nosotras;solar;nr;dove;nr;nr;nr;nr;nr;nokia;dell;2;3;4;4;3;4;3;4;2;1;1;4;1;2;4
94;Ciudad 2;3;25 - 34;Masculino;Casado(a);Bachillerato;7.   Ninguna;Con Hijos;3;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;18;oma;la fina;sello rojo;zenu;sol;adidas;tampico;manantial;cocacola;nr;santanrfe;costeña;nr;nr;johnniewalker;koskenkorva;palmolive;ponds;nr;dove;ego;nr;nr;huggies;nr;nosotras;stayfree;sundown;totto;speed stick;duo;renault;nike;otras;aiwa;motorola;dell;4;4;4;2;4;4;4;2;4;2;2;2;2;2;3
95;Ciudad 2;3;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;3;colcafe;rama;sello rojo;nr;sol;nike;hit;cristal;cocacola;milo;santanrfe;poker;belmont;nectar;buchannans;nr;rexona;nr;nr;nr;h&s;nr;nr;nr;nr;nr;nr;nr;otras;otras;nr;nr;otras;bossi;nr;motorola;dell;2;4;4;4;4;2;4;4;4;2;2;4;2;2;4
96;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;5;nr;dagusto;aguila roja;zenu;sol;adidas;cifrut;brisa;postobon;nr;viejonrdenrcaldas;poker;nr;nectarnrazul;nr;nr;protex;avon;avon;neko;h&s;nr;nr;nr;ob;kotex;kotex;nr;nr;nivea;today;nr;nr;nr;nr;sony ericsson;nr;2;3;4;4;4;4;4;4;4;2;2;4;2;2;2
97;Ciudad 2;3;25 - 34;Masculino;Unión Libre;Pregrado;1.   Católico;Con Hijos;1;5.    Estudia;No poseo ingresos propios;6;nescafe;la fina;sello rojo;fama/carniceria;sol;puma;delvalle;nr;cocacola;nr;nr;costeña;belmont;antioqueño;sellonegro;nr;protex;lebel;lebel;protex;sedal;gillette;nr;nr;nr;nr;nr;cualquiera;cualquiera/generica;axe;nr;daewoo;puma;puma;sony;nokia;hewlett packard;3;2;4;4;4;4;4;3;2;1;1;5;1;3;3
98;Ciudad 2;3;25 - 34;Masculino;Unión Libre;Técnico / Tecnológico;6.   Otra:;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;5;aguila roja;marcas propias supermercados;colcafe;zenu;diana;nike;hit;cristal;postobon;nr;medellin;costeña;pielnrroja;antioqueño;nr;smirnoff;nr;otras;nr;nr;savital;nr;nr;nr;ob;nr;nr;sundown;levis;rexona;nr;suzuki;nr;arturo calle;ipod;nokia;compaq;4;1;2;5;5;3;2;2;4;1;1;5;3;1;2
99;Ciudad 2;3;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;9.   Se dedica al hogar;No poseo ingresos propios;6;nr;rama;la bastilla;nr;diana;otras;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;anua;nr;nr;nr;nr;nr;nosotras;nr;nr;esika;nr;nr;nr;nr;nr;nr;nr;2;2;5;4;4;4;3;4;3;2;4;2;2;4;1
100;Ciudad 2;3;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;3.   Empresario o Contratista;$ 1´001.000 -- $ 2,000.000;10;nescafe;la fina;sello rojo;marcas propias supermercados;corona;bossi;soka;oasis;cocacola;milo;santanrfe;poker;belmont;antioqueño;buchannans;nr;j&j;ponds;j&j;nr;sedal;gillette;nr;nr;nr;carefree;nosotras;j&j;jeans & jackets;speed stick;nr;nr;nike;puma;sony;nokia;compaq;3;4;3;4;4;4;4;4;4;2;2;4;4;2;2
101;Ciudad 2;3;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;3;nr;nr;sello rojo;nr;corona;nr;nr;nr;nr;nr;viejonrdenrcaldas;aguila;nr;nr;nr;nr;protex;nr;nr;nr;nr;nr;nr;nr;nr;nr;nosotras;nr;nr;rexona;nr;nr;nr;otras;nr;nokia;nr;5;2;4;4;4;4;5;4;4;4;3;4;2;2;4
102;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);Menos de  $ 500.000;5;nescafe;la fina;sello rojo;ranchera;sol;nike;nr;brisa;nr;nr;nr;aguilanrlight;nr;nectarnrverde;sellorojo;nr;protex;j&j;nr;nr;otras;gillette;nr;huggies;nr;nr;nr;otras;levis;axe;nr;mazda;adidas;nr;ipod;motorola;dell;5;1;1;5;5;1;5;5;1;5;5;5;3;3;4
103;Ciudad 2;3;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;1.   Trabaja dependientemente (empleado);Menos de  $ 500.000;4;nr;la fina;aguila roja;suizo;sol;nr;nr;brisa;postobon;nr;nr;aguila;nr;nr;nr;nr;protex;nr;avon;nr;nr;gillette;nr;nr;nr;nosotras;nosotras;nr;nr;nr;nr;nr;nr;nr;nr;nr;nr;4;1;5;5;5;2;5;4;3;2;1;1;1;2;3
104;Ciudad 2;3;25 - 34;Femenino;Separado(a);Posgrado;1.   Católico;Con Hijos;1;2.   Trabaja independientemente (informal);$ 1´001.000 -- $ 2,000.000;6;nr;la fina;nr;zenu;andino;new balance;hit;cristal;postobon;milo;nr;nr;nr;nr;nr;nr;camay;ponds;hinds;nr;h&s;nr;nr;nr;nr;nosotras;kotex;nr;levis;lady speed stick;nr;chevrolet;nike;velez;nr;sony ericsson;dell;4;2;5;5;4;2;4;4;2;4;2;2;4;4;2
105;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;2.   Trabaja independientemente (informal);$ 501.000 -- $ 1´000.000;1;nr;campi;sello rojo;otras;corona;nr;nr;nr;cocacola;nr;nr;poker;nr;nr;nr;nr;protex;nr;nr;nr;h&s;gillette;nr;nr;nr;nr;nr;lubriderm;nr;balance;nr;nr;nr;nr;sony;nokia;hewlett packard;3;2;3;4;4;2;4;3;2;2;2;4;2;2;2
